,open,high,low,close,volume
2021-04-19 07:00:00,7019.5,7040.2998046875,6979.2001953125,7000.10009765625,529712700
2021-04-20 07:00:00,7000.10009765625,7001.2998046875,6857.10009765625,6859.89990234375,825253600
2021-04-21 07:00:00,6859.89990234375,6914.89990234375,6859.60009765625,6895.2998046875,662064600
2021-04-22 07:00:00,6895.2998046875,6941.10009765625,6889.2998046875,6938.2001953125,647196400
2021-04-23 07:00:00,6938.2001953125,6938.60009765625,6891.7998046875,6938.60009765625,582223700
2021-04-26 07:00:00,6938.60009765625,6971.5,6913.39990234375,6963.10009765625,511633400
2021-04-27 07:00:00,6963.10009765625,6975.10009765625,6929.7998046875,6945.0,658634400
2021-04-28 07:00:00,6945.0,6986.7001953125,6944.10009765625,6963.7001953125,990231900
2021-04-29 07:00:00,6963.7001953125,7019.7998046875,6953.89990234375,6961.5,657930300
2021-04-30 07:00:00,6961.5,7009.5,6946.0,6969.7998046875,831625600
2021-05-04 07:00:00,6969.7998046875,7034.2998046875,6912.2998046875,6923.2001953125,911981600
2021-05-05 07:00:00,6923.2001953125,7047.7998046875,6923.2001953125,7039.2998046875,734979800
2021-05-06 07:00:00,7039.2998046875,7076.2001953125,7026.7998046875,7076.2001953125,764405400
2021-05-07 07:00:00,7076.2001953125,7143.5,7076.2001953125,7129.7001953125,624763100
2021-05-10 07:00:00,7129.7001953125,7164.2001953125,7104.39990234375,7123.7001953125,744129400
2021-05-11 07:00:00,7123.7001953125,7123.7001953125,6912.39990234375,6948.0,933225500
2021-05-12 07:00:00,6948.0,7028.10009765625,6945.2998046875,7004.60009765625,743459700
2021-05-13 07:00:00,7004.60009765625,7004.60009765625,6823.60009765625,6963.2998046875,660813600
2021-05-14 07:00:00,6963.2998046875,7048.7001953125,6963.2998046875,7043.60009765625,845954300
2021-05-17 07:00:00,7043.60009765625,7066.7998046875,6989.10009765625,7032.89990234375,582188300
2021-05-18 07:00:00,7032.89990234375,7102.60009765625,7030.39990234375,7034.2001953125,736327300
