,open,high,low,close,volume
2021-04-19 03:45:00,33.599998474121094,33.79999923706055,32.5,33.150001525878906,122301341
2021-04-20 03:45:00,34.0,34.20000076293945,33.400001525878906,33.70000076293945,117371947
2021-04-22 03:45:00,33.20000076293945,34.150001525878906,33.04999923706055,33.900001525878906,100459282
2021-04-23 03:45:00,33.5,34.70000076293945,33.400001525878906,34.0,122182836
2021-04-26 03:45:00,34.25,34.70000076293945,34.25,34.45000076293945,73069756
2021-04-27 03:45:00,34.400001525878906,35.29999923706055,34.349998474121094,34.95000076293945,97206393
2021-04-28 03:45:00,35.20000076293945,35.79999923706055,35.04999923706055,35.650001525878906,94894461
2021-04-29 03:45:00,35.79999923706055,36.20000076293945,34.900001525878906,35.04999923706055,127130844
2021-04-30 03:45:00,34.54999923706055,35.70000076293945,34.5,34.849998474121094,95008214
2021-05-03 03:45:00,34.5,34.70000076293945,34.0,34.5,105720320
2021-05-04 03:45:00,34.79999923706055,39.20000076293945,34.70000076293945,37.45000076293945,426069700
2021-05-05 03:45:00,38.54999923706055,38.70000076293945,37.150001525878906,37.45000076293945,178293892
2021-05-06 03:45:00,37.5,37.75,36.20000076293945,36.400001525878906,114302420
2021-05-07 03:45:00,36.650001525878906,36.95000076293945,35.95000076293945,36.25,110980908
2021-05-10 03:45:00,36.54999923706055,36.70000076293945,35.0,35.599998474121094,175653730
2021-05-11 03:45:00,34.849998474121094,35.349998474121094,33.75,35.04999923706055,231689524
2021-05-12 03:45:00,35.75,38.20000076293945,35.54999923706055,37.099998474121094,345869236
2021-05-14 03:45:00,37.79999923706055,38.400001525878906,36.5,36.79999923706055,185587845
2021-05-17 03:45:00,37.20000076293945,37.79999923706055,36.849998474121094,37.650001525878906,108033820
2021-05-18 03:45:00,38.349998474121094,38.349998474121094,37.20000076293945,37.349998474121094,91471489
2021-05-19 03:45:00,36.29999923706055,36.849998474121094,35.75,36.20000076293945,154514444
2021-05-20 03:45:00,36.5,37.900001525878906,35.95000076293945,37.5,339156585
2021-05-21 03:45:00,38.0,38.349998474121094,37.54999923706055,38.04999923706055,178307284
2021-05-24 03:45:00,39.20000076293945,40.099998474121094,38.75,39.79999923706055,277203783
2021-05-25 03:45:00,40.400001525878906,40.5,39.20000076293945,39.349998474121094,163516340
2021-05-26 03:45:00,39.5,40.25,39.04999923706055,39.25,155307751
2021-05-27 03:45:00,39.5,42.400001525878906,39.400001525878906,42.150001525878906,511815455
2021-05-28 03:45:00,42.79999923706055,42.79999923706055,41.0,42.25,335658662
2021-05-31 03:45:00,42.349998474121094,43.20000076293945,41.599998474121094,42.400001525878906,240394043
2021-06-01 03:45:00,42.54999923706055,42.650001525878906,41.099998474121094,41.650001525878906,172714836
2021-06-02 03:45:00,41.900001525878906,44.54999923706055,41.599998474121094,44.0,397167134
2021-06-03 03:45:00,44.5,45.0,43.400001525878906,43.70000076293945,265127956
2021-06-04 03:45:00,43.54999923706055,43.599998474121094,42.95000076293945,43.099998474121094,142152047
2021-06-07 03:45:00,43.0,43.099998474121094,41.849998474121094,42.099998474121094,157004801
2021-06-08 03:45:00,42.5,42.599998474121094,41.29999923706055,41.45000076293945,104992723
2021-06-09 03:45:00,41.54999923706055,42.349998474121094,40.04999923706055,40.599998474121094,149730470
2021-06-10 03:45:00,41.099998474121094,42.849998474121094,41.0,42.5,208415707
2021-06-11 03:45:00,42.900001525878906,43.099998474121094,41.79999923706055,42.04999923706055,91371585
2021-06-14 03:45:00,41.79999923706055,43.75,40.400001525878906,43.04999923706055,192209398
2021-06-15 03:45:00,42.900001525878906,43.25,42.29999923706055,42.400001525878906,72824813
2021-06-16 03:45:00,42.29999923706055,42.900001525878906,41.599998474121094,41.75,70156923
2021-06-17 03:45:00,41.099998474121094,42.099998474121094,40.849998474121094,41.099998474121094,79183021
2021-06-18 03:45:00,41.5,41.70000076293945,38.900001525878906,40.29999923706055,117416542
2021-06-21 03:45:00,39.5,41.900001525878906,39.20000076293945,41.70000076293945,116450769
2021-06-22 03:45:00,42.04999923706055,42.75,41.04999923706055,41.29999923706055,137367867
2021-06-23 03:45:00,41.5,42.95000076293945,41.29999923706055,42.25,205772277
2021-06-24 03:45:00,42.599998474121094,42.79999923706055,41.400001525878906,41.54999923706055,109853745
2021-06-25 03:45:00,42.0,42.70000076293945,41.70000076293945,42.29999923706055,111022988
