Datetime,Close,High,Low,Open,Volume
2024-04-15 03:45:00+00:00,1087.4000244140625,1104.4000244140625,1087.0,1104.4000244140625,0
2024-04-15 04:45:00+00:00,1088.0999755859375,1089.4000244140625,1085.199951171875,1087.25,1641380
2024-04-15 05:45:00+00:00,1084.25,1088.3499755859375,1082.199951171875,1088.199951171875,716739
2024-04-15 06:45:00+00:00,1083.0,1084.3499755859375,1081.5999755859375,1084.25,539211
2024-04-15 07:45:00+00:00,1082.6500244140625,1084.75,1082.050048828125,1083.0,775276
2024-04-15 08:45:00+00:00,1078.5,1083.5,1076.8499755859375,1082.6500244140625,3288596
2024-04-15 09:45:00+00:00,1077.5999755859375,1079.1500244140625,1076.699951171875,1078.5,1074275
2024-04-16 03:45:00+00:00,1070.6500244140625,1073.699951171875,1067.050048828125,1071.5,0
2024-04-16 04:45:00+00:00,1069.3499755859375,1073.199951171875,1068.5,1070.5999755859375,985824
2024-04-16 05:45:00+00:00,1065.5,1070.5,1063.050048828125,1069.449951171875,1372801
2024-04-16 06:45:00+00:00,1065.550048828125,1066.9000244140625,1064.0,1065.4000244140625,1252076
2024-04-16 07:45:00+00:00,1065.3499755859375,1067.949951171875,1064.5,1065.5999755859375,1028315
2024-04-16 08:45:00+00:00,1068.5,1068.5,1064.449951171875,1065.4000244140625,3256611
2024-04-16 09:45:00+00:00,1068.8499755859375,1069.449951171875,1067.199951171875,1068.5,1281394
2024-04-18 03:45:00+00:00,1066.800048828125,1077.5,1064.25,1075.25,0
2024-04-18 04:45:00+00:00,1069.5,1070.6500244140625,1063.449951171875,1066.8499755859375,1749859
2024-04-18 05:45:00+00:00,1065.8499755859375,1070.550048828125,1065.1500244140625,1069.5,796838
2024-04-18 06:45:00+00:00,1068.3499755859375,1068.800048828125,1065.0,1065.75,850045
2024-04-18 07:45:00+00:00,1059.1500244140625,1069.800048828125,1050.5,1068.449951171875,4404324
2024-04-18 08:45:00+00:00,1052.800048828125,1061.25,1051.6500244140625,1059.1500244140625,4403855
2024-04-18 09:45:00+00:00,1055.199951171875,1058.0,1051.949951171875,1052.800048828125,2014098
2024-04-19 03:45:00+00:00,1056.75,1058.6500244140625,1049.8499755859375,1049.8499755859375,0
2024-04-19 04:45:00+00:00,1059.3499755859375,1059.8499755859375,1054.25,1057.0,823410
2024-04-19 05:45:00+00:00,1058.550048828125,1061.550048828125,1055.5999755859375,1059.3499755859375,849823
2024-04-19 06:45:00+00:00,1062.300048828125,1067.5999755859375,1057.550048828125,1058.550048828125,912281
2024-04-19 07:45:00+00:00,1066.199951171875,1069.75,1058.0999755859375,1062.25,1573667
2024-04-19 08:45:00+00:00,1069.8499755859375,1070.449951171875,1061.0,1066.199951171875,3728895
2024-04-19 09:45:00+00:00,1067.25,1072.0,1066.0999755859375,1069.8499755859375,1283499
2024-04-22 03:45:00+00:00,1074.949951171875,1081.3499755859375,1071.5,1074.25,0
2024-04-22 04:45:00+00:00,1079.300048828125,1080.0,1071.550048828125,1074.949951171875,921219
2024-04-22 05:45:00+00:00,1082.300048828125,1082.800048828125,1078.949951171875,1079.3499755859375,822481
2024-04-22 06:45:00+00:00,1081.0999755859375,1082.8499755859375,1079.6500244140625,1082.8499755859375,1232597
2024-04-22 07:45:00+00:00,1083.25,1084.0999755859375,1079.5,1081.0999755859375,992395
2024-04-22 08:45:00+00:00,1087.1500244140625,1088.0,1081.8499755859375,1083.3499755859375,2449433
2024-04-22 09:45:00+00:00,1086.6500244140625,1088.550048828125,1085.0,1087.0,988760
2024-04-23 03:45:00+00:00,1085.25,1092.0,1084.4000244140625,1092.0,0
2024-04-23 04:45:00+00:00,1087.25,1087.449951171875,1082.800048828125,1085.300048828125,762925
2024-04-23 05:45:00+00:00,1088.699951171875,1090.0,1085.9000244140625,1087.25,715250
2024-04-23 06:45:00+00:00,1089.5,1091.300048828125,1088.0,1088.800048828125,1385438
2024-04-23 07:45:00+00:00,1090.300048828125,1091.0,1087.449951171875,1089.5,575392
2024-04-23 08:45:00+00:00,1090.8499755859375,1091.550048828125,1088.699951171875,1090.300048828125,2744803
2024-04-23 09:45:00+00:00,1088.1500244140625,1091.300048828125,1088.1500244140625,1090.8499755859375,1208177
2024-04-24 03:45:00+00:00,1095.8499755859375,1096.0999755859375,1089.0,1092.300048828125,0
2024-04-24 04:45:00+00:00,1093.949951171875,1097.25,1093.6500244140625,1095.75,846256
2024-04-24 05:45:00+00:00,1093.5,1094.699951171875,1091.75,1093.800048828125,623643
2024-04-24 06:45:00+00:00,1096.3499755859375,1096.6500244140625,1092.8499755859375,1093.300048828125,608826
2024-04-24 07:45:00+00:00,1096.449951171875,1097.6500244140625,1095.0999755859375,1096.3499755859375,423259
2024-04-24 08:45:00+00:00,1097.0999755859375,1098.3499755859375,1095.0,1096.3499755859375,1532526
2024-04-24 09:45:00+00:00,1096.75,1098.25,1094.0,1096.949951171875,527350
2024-04-25 03:45:00+00:00,1110.25,1110.25,1092.5999755859375,1092.5999755859375,0
2024-04-25 04:45:00+00:00,1110.050048828125,1112.3499755859375,1102.75,1109.949951171875,2124552
2024-04-25 05:45:00+00:00,1103.300048828125,1111.050048828125,1103.199951171875,1110.0,1063382
2024-04-25 06:45:00+00:00,1109.3499755859375,1112.949951171875,1102.0,1103.5,1850661
2024-04-25 07:45:00+00:00,1119.550048828125,1119.800048828125,1107.0,1109.25,2659642
