Date,Close,High,Low,Open,Volume
2021-04-13,83.84760284423828,84.30601674231374,82.72241260949338,83.0141276542182,19192856
2021-04-15,84.47270965576172,85.84794499789862,82.76408932309194,84.34768710485635,13865351
2021-04-16,85.3895263671875,85.76459399912582,83.76425237218697,84.93111885114386,14654851
2021-04-19,82.55570983886719,83.68089993355316,82.22231853257608,83.34750862726207,11652043
2021-04-20,82.55570983886719,84.09763747668948,81.80558098943978,82.68072601467986,16528675
2021-04-22,82.47236633300781,83.13914901908112,80.8887685816779,81.72224375981405,18614270
2021-04-23,85.47288513183594,85.847946431906,81.68057039152221,81.68057039152221,29484794
2021-04-26,85.34785461425781,86.63973725087276,84.05596561873227,86.63973725087276,24369413
2021-04-27,85.05614471435547,86.30635748511673,84.76442331404905,85.05614471435547,17763436
2021-04-28,86.34803009033203,86.6397451407191,85.13949358490939,85.72292368568353,15160578
2021-04-29,85.88961791992188,87.51489194097566,85.55622658360267,87.18150060465645,11588556
2021-04-30,85.3895263671875,88.0566506560762,85.0561413951233,85.2228338811554,15321193
2021-05-03,86.88978576660156,87.18150080194947,84.22266778783377,84.51438282318168,12186212
2021-05-04,86.4730453491211,88.39004070524419,86.26467656514731,86.93145921742769,12992684
2021-05-05,86.59807586669922,88.05665748884653,85.6812544045603,87.30652852567424,14956169
2021-05-06,85.88961791992188,87.59823818532776,85.55622658360267,87.51489194097566,13547274
2021-05-07,87.55656433105469,87.93162559333882,86.13965280472564,86.68141290717762,13229291
2021-05-10,89.76526641845703,90.01531149394884,88.01496996674567,88.34836128109794,23980945
2021-05-11,93.93263244628906,94.51606877709985,88.93178231373255,90.01530238601704,45613487
2021-05-12,94.43273162841797,97.30821818761414,93.14084267636728,95.1828541333141,62158914
2021-05-14,92.84912109375,94.97447863878122,91.80727728964354,94.97447863878122,16227312
2021-05-17,92.97415161132812,93.55758164819812,91.64058634035014,92.68243023398264,12832920
2021-05-18,93.43255615234375,95.18285256647306,93.14084114314058,93.84929369660836,14892142
2021-05-19,93.30754852294922,94.30772260430597,92.47407330127425,94.30772260430597,12610425
2021-05-20,93.14083862304688,93.97431368902492,92.43238608874756,93.34920738954139,10303689
2021-05-21,94.05767822265625,94.30772333465971,92.72411912943097,93.59927066253172,12171685
2021-05-24,94.09934997558594,94.97449510744033,93.39089733772924,93.64093607872576,11341268
2021-05-25,94.43273162841797,95.72461422155827,94.22436285285562,94.93281541798551,15289982
2021-05-26,92.59909057617188,95.01616985298617,92.43239808490644,95.01616985298617,17466748
2021-05-27,91.93231964111328,93.05750992038895,91.09884441810739,93.01583361567414,34169451
2021-05-28,90.80709838867188,92.51572467625667,90.30701466220376,91.93229472186212,13383166
2021-05-31,92.09900665283203,92.80745927837931,89.84862622840865,90.80711759060802,14754293
2021-06-01,91.84895324707031,92.89079711946862,91.2655232220914,92.4740595705093,10271211
2021-06-02,92.64076232910156,92.80745481218116,91.72394095434251,91.76561089565709,6492771
2021-06-03,93.1825180053711,93.51590295567328,92.05732154191512,93.01581917130969,12140851
2021-06-04,93.14083862304688,94.18268245551944,92.55740862042629,92.93246985655236,8930671
2021-06-07,97.01651000976562,97.30822504432619,93.3492180296748,93.47424057560386,28407410
2021-06-08,96.84980773925781,98.76680308532198,96.68311525651772,97.93332795380027,43191813
2021-06-09,98.43339538574219,100.85047413683671,96.51640671749516,97.09983666893783,49807823
2021-06-10,98.76679992675781,99.9336663453539,97.76663234448138,99.47525249411281,22144392
2021-06-11,99.016845703125,99.64195203620304,97.97500181466161,99.10019194241998,13871562
2021-06-14,98.51675415039062,99.10019053499038,96.8914802510342,99.01684429687909,14179055
2021-06-15,98.18338012695312,99.14187151029029,98.01668127326457,98.51676511650811,8148417
2021-06-16,99.85032653808594,100.517102849581,97.39157100501124,98.18337622098207,21585917
2021-06-17,97.8499755859375,100.51709329625159,97.47490798488975,98.51675183406093,14466025
2021-06-18,94.64109802246094,98.47508212454878,94.09933794784945,97.84997581359173,43927941
2021-06-21,98.35006713867188,98.72512841046692,94.2243677132834,94.3910601987677,34597018
2021-06-22,98.60011291503906,99.10019673389837,97.47491637396718,98.76680540168859,16712010
2021-06-23,97.7249526977539,99.05851154807341,97.47490763129579,99.05851154807341,12590251
2021-06-24,98.35006713867188,98.76680471129336,96.43307176104872,97.6832844789132,14046692
2021-06-25,96.72479248046875,99.26688784054292,96.43307109452145,99.26688784054292,12768348
2021-06-28,96.80813598632812,98.22504113983435,96.68311344715747,97.43324232327096,10709748
2021-06-29,98.01667785644531,98.80848307631406,96.18303504216865,96.89148765864323,33488455
2021-06-30,97.01651000976562,98.72513027442656,96.80814121952082,98.22504644962119,16739618
2021-07-01,97.80831146240234,98.18337911013397,96.43307613854171,97.34990392705613,12479506
2021-07-02,97.9333267211914,99.2252157023543,97.5165891606757,97.97500302080718,17215972
2021-07-05,98.85014343261719,99.2668809735295,97.72495334393601,98.26671341890406,16409169
2021-07-06,98.05834197998047,99.1418557415206,97.55825821627656,98.43340321303089,14979094
2021-07-07,97.89164733886719,98.51675365995551,97.3915635537786,97.55826238808169,14545289
2021-07-08,97.89164733886719,98.93349120734773,97.68327856517108,97.80830110117081,12037089
2021-07-09,98.18338012695312,98.68346397019667,96.89149103623885,97.51659743002104,9585144
2021-07-12,98.22503662109375,98.97516546269834,97.6416066103514,98.35005915451289,7651672
2021-07-13,99.93367004394531,101.68396655716353,98.43341225609502,98.47508855644502,30663035
2021-07-14,100.64212799072266,100.80882048316775,99.85032911324203,99.97534530312035,9539611
2021-07-15,100.26705169677734,101.01717415942399,99.35022404881363,100.64211292810067,11278872
2021-07-16,99.26688385009766,100.68379534560508,98.60010758066218,100.14203525493785,17198632
2021-07-19,101.18389129638672,101.55895259558231,98.7668119268174,99.26689577871525,14364285
2021-07-20,98.72512817382812,101.68396747591281,98.51675938801682,101.68396747591281,11360716
2021-07-22,99.35022735595703,99.76696489748187,98.80847363910293,98.97516611214877,9520328
2021-07-23,98.76679992675781,100.10035882276317,98.60010744934854,99.51692879292033,10442400
2021-07-26,99.47525024414062,100.0170103218326,98.39173644766693,98.51675262344101,5370055
2021-07-27,99.05851745605469,99.68362380057195,98.5167573523576,99.43358507811139,5280342
2021-07-28,97.34989929199219,99.6419559363259,96.51642414859812,99.6419559363259,11010096
2021-07-29,97.30821990966797,98.55843258516691,96.05800723416901,98.1000187272531,11897018
2021-07-30,98.51675415039062,99.97533557352448,96.8914802510342,97.47491027672359,14546264
2021-08-02,98.14169311523438,98.9751682160007,97.51658678965964,98.85014567910368,11742555
2021-08-03,98.05834197998047,98.76679450847018,97.09984439018376,98.76679450847018,21122697
2021-08-04,98.22503662109375,99.05851169867437,97.14152283558506,98.391735451956,9432176
2021-08-05,97.099853515625,98.18337373790439,96.64143964645048,97.5582673847995,11045322
2021-08-06,98.05834197998047,98.9334869767348,97.05816809366259,97.09984439018376,8434733
2021-08-09,97.26654815673828,99.26688980281972,97.14153197047321,98.76680598102706,7816050
2021-08-10,95.30787658691406,97.68327935446109,94.72444655941491,97.43324063935162,9774255
2021-08-11,97.47490692138672,97.76662828309998,95.47457183993097,95.59958801333934,8056886
2021-08-12,99.30855560302734,99.51692436998339,97.09984540151137,97.47490663846818,8640167
2021-08-13,98.55843353271484,99.55860113916548,97.6832821078876,99.55860113916548,9744939
2021-08-16,99.05851745605469,99.51693131893157,98.43341111153741,98.55843365222297,8768804
2021-08-17,97.8499755859375,99.60027198076301,96.84980167538707,99.47524944708043,8758578
