Date,Close,High,Low,Open,Volume
2021-04-13,2728.698486328125,2825.3529411903505,2701.447104505816,2825.3529411903505,8654596
2021-04-15,2829.70458984375,2845.7917402961693,2714.105975634484,2778.146814676858,6062760
2021-04-16,2808.78271484375,2854.3629419100944,2797.7504704864327,2838.539556337448,3224657
2021-04-19,2779.4658203125,2803.3766728107203,2755.9945063330647,2785.7951320593206,2679106
2021-04-20,2764.301513671875,2835.330975379309,2748.3023558299074,2835.0232125941484,3141893
2021-04-22,2741.6650390625,2767.334041248242,2729.753504315789,2767.334041248242,1988980
2021-04-23,2733.489501953125,2741.840732140793,2717.270576775486,2729.5336560747555,1615309
2021-04-26,2725.84228515625,2771.7300663568353,2714.6340522523333,2726.9411315193793,2490260
2021-04-27,2753.2685546875,2756.872855437213,2727.7753273292824,2730.41255774565,1471417
2021-04-28,2746.324462890625,2769.9715476659917,2735.6875456479106,2769.0484739187477,1639037
2021-04-29,2738.544677734375,2775.5539060045367,2729.9736768169814,2765.224751052806,1621395
2021-04-30,2668.56982421875,2753.312969915444,2654.8123559697738,2724.2594341557383,3072305
2021-05-03,2669.7568359375,2685.5802218600797,2640.7472950794368,2659.1199184421807,1545831
2021-05-04,2680.96484375,2716.3476898721206,2667.998459146241,2692.4368405095456,1990777
2021-05-05,2721.3583984375,2724.610940141866,2683.2943245964398,2698.7661643501683,1939289
2021-05-06,2735.20361328125,2755.0268391091718,2702.282228277471,2729.973148964114,1791671
2021-05-07,2754.06005859375,2777.751353813853,2735.5116639367457,2754.148052135079,1912540
2021-05-10,2765.13671875,2781.5754158169793,2747.115640150612,2765.5322604784997,2137153
2021-05-11,2745.005615234375,2749.8405381869234,2717.358475020094,2747.1153139481335,2415625
2021-05-12,2714.23779296875,2742.7197973243847,2699.2934863807645,2742.7197973243847,1978558
2021-05-14,2682.50341796875,2723.8200362366615,2672.3940326478782,2723.8200362366615,2043935
2021-05-17,2698.546142578125,2703.3370684555102,2668.8772990853286,2685.579759125718,2890462
2021-05-18,2715.29296875,2746.236434952546,2705.798894617137,2725.1385878210285,2098538
2021-05-19,2709.3154296875,2740.962203038814,2696.217267675573,2711.073583762573,1986041
2021-05-20,2689.97509765625,2715.292553263747,2683.030476552131,2696.2166289916227,2329027
2021-05-21,2707.996337890625,2714.765186965572,2685.6678709113507,2690.854338673333,1685566
2021-05-24,2708.87646484375,2729.534779600793,2700.5252312185626,2708.87646484375,1652260
