Date,Close,High,Low,Open,Volume
2021-04-13,2257.07958984375,2304.4392718442073,2251.9299338874557,2271.42552507047,1811781
2021-04-15,2262.8271484375,2296.2548976457765,2226.456931090842,2296.2548976457765,3352379
2021-04-16,2261.217041015625,2279.6551693998413,2243.8365932745505,2271.332697788584,1225517
2021-04-19,2240.75634765625,2261.953296457031,2219.9734008847304,2243.8371154683555,1746316
2021-04-20,2204.7080078125,2258.5509509972294,2192.155483415311,2258.5509509972294,1589508
2021-04-22,2160.52099609375,2197.8570678890533,2144.519950760365,2197.8570678890533,1721265
2021-04-23,2122.219482421875,2161.07281277929,2115.0925401669647,2151.876758256825,1949756
2021-04-26,2170.8662109375,2179.280734331391,2125.2078965608607,2137.162765732341,1946867
2021-04-27,2188.522705078125,2194.591965189659,2163.785188455141,2173.0272663780975,1668456
2021-04-28,2213.07666015625,2248.4354467163134,2176.0625387941514,2188.6610892371477,1951215
2021-04-29,2214.042236328125,2252.0677880959197,2192.477308281079,2237.4001256397332,3151150
2021-04-30,2164.521240234375,2246.503972974839,2142.910513035009,2216.2490447009427,4010778
2021-05-03,2214.40966796875,2220.8469053756357,2151.8765045875725,2154.635320619095,1692239
2021-05-04,2214.087890625,2223.7897726690276,2181.487923521606,2215.513323922793,1453111
2021-05-05,2202.133056640625,2238.3196201737965,2178.2233154226633,2238.3196201737965,1256857
2021-05-06,2197.856689453125,2222.2722553201547,2185.9478455990675,2207.052742547071,1377740
2021-05-07,2217.352783203125,2229.1237787526165,2204.432280754524,2215.145819762062,1169518
2021-05-10,2237.3076171875,2250.2281163969983,2221.766377612879,2228.2036146341084,988495
2021-05-11,2208.984130859375,2230.9626092158533,2201.7651389592156,2230.0430038534396,1019077
2021-05-12,2141.715087890625,2196.937440581824,2138.128716407328,2196.937440581824,2053932
2021-05-14,2185.763916015625,2190.8675457476106,2139.001897370654,2141.6686628975117,1388970
2021-05-17,2185.21240234375,2202.455004150776,2176.2462494040965,2193.2589498536954,811243
2021-05-18,2183.372802734375,2214.731432109227,2176.6596393901773,2208.983899196901,1153722
2021-05-19,2170.039306640625,2188.661319972322,2155.5555184937493,2170.2692080397815,1323590
2021-05-20,2155.693115234375,2172.1081630030208,2151.8768422637886,2170.268952026727,856235
