date,open,high,low,close,volume
2020-12-31 18:30:00,5310.2,5338.0,5250.0,5280.15,1447187
2021-01-03 18:30:00,5324.0,5324.0,5196.2,5216.2,2333659
2021-01-04 18:30:00,5218.0,5224.2,5062.5,5119.0,3953400
2021-01-05 18:30:00,5130.0,5168.35,4990.3,5030.3,3607923
2021-01-06 18:30:00,5065.0,5131.55,5021.3,5081.0,3035750
2021-01-07 18:30:00,5130.0,5138.75,5042.0,5082.0,2998451
2021-01-10 18:30:00,5108.0,5110.95,4958.25,4984.25,2924164
2021-01-11 18:30:00,4984.25,5099.0,4951.0,5042.2,3335908
2021-01-12 18:30:00,5066.0,5074.0,4826.25,4902.9,3269373
2021-01-13 18:30:00,4902.9,4966.8,4834.0,4877.35,2680811
2021-01-14 18:30:00,4877.0,4927.0,4842.4,4883.6,2544916
2021-01-17 18:30:00,4870.0,4880.0,4686.0,4719.85,3703413
2021-01-18 18:30:00,4765.1,4994.95,4752.0,4959.15,4767465
2021-01-19 18:30:00,4968.0,5032.6,4901.0,4981.95,3314707
2021-01-20 18:30:00,4993.0,5225.0,4990.0,5118.3,7061809
2021-01-21 18:30:00,5135.0,5137.0,4945.6,4972.55,3084796
2021-01-24 18:30:00,5049.0,5163.0,4890.0,4908.7,3673060
2021-01-26 18:30:00,4921.3,4945.6,4811.0,4845.0,2800493
2021-01-27 18:30:00,4779.55,4909.0,4723.1,4810.25,3477329
2021-01-28 18:30:00,4886.7,4950.0,4707.1,4734.55,4260795
2021-01-31 18:30:00,4775.0,5080.0,4666.5,5058.6,4290745
2021-02-01 18:30:00,5100.0,5337.95,5094.9,5173.2,4347993
2021-02-02 18:30:00,5218.6,5270.0,5140.0,5245.1,2650783
2021-02-03 18:30:00,5214.0,5543.0,5206.05,5504.85,5325888
2021-02-04 18:30:00,5526.0,5627.0,5470.0,5538.55,4437987
2021-02-07 18:30:00,5542.0,5665.0,5475.3,5497.7,2800809
2021-02-08 18:30:00,5537.5,5539.0,5382.6,5400.3,2263904
2021-02-09 18:30:00,5434.7,5502.35,5395.0,5475.9,2638012
2021-02-10 18:30:00,5470.0,5588.0,5455.75,5567.05,2028947
2021-02-11 18:30:00,5570.0,5618.0,5532.05,5577.45,1625268
2021-02-14 18:30:00,5605.35,5799.0,5600.0,5779.85,3168826
2021-02-15 18:30:00,5791.4,5822.2,5690.3,5760.25,2126810
2021-02-16 18:30:00,5730.0,5799.0,5670.0,5705.15,2346395
2021-02-17 18:30:00,5699.0,5714.75,5522.2,5563.35,2317513
2021-02-18 18:30:00,5560.0,5621.95,5425.0,5497.95,2744456
2021-02-21 18:30:00,5480.0,5538.7,5334.75,5376.85,2000563
2021-02-22 18:30:00,5420.0,5504.65,5350.0,5383.7,2190245
2021-02-23 18:30:00,5444.0,5578.9,5383.0,5562.9,1908795
2021-02-24 18:30:00,5601.0,5619.95,5511.35,5529.95,1584595
2021-02-25 18:30:00,5430.0,5454.0,5221.0,5264.9,3713326
2021-02-28 18:30:00,5315.0,5369.9,5195.0,5266.8,2031881
2021-03-01 18:30:00,5300.0,5410.0,5262.05,5316.3,2208634
2021-03-02 18:30:00,5364.15,5573.35,5340.1,5542.9,2252413
2021-03-03 18:30:00,5430.0,5567.15,5401.0,5485.9,2234698
2021-03-04 18:30:00,5440.0,5519.75,5402.1,5444.9,2075760
2021-03-07 18:30:00,5469.0,5493.95,5311.0,5320.65,1721042
2021-03-08 18:30:00,5371.0,5445.0,5335.0,5415.05,1811496
2021-03-09 18:30:00,5440.0,5561.0,5440.0,5545.05,2191250
2021-03-11 18:30:00,5600.0,5670.0,5521.0,5557.85,2508013
2021-03-14 18:30:00,5571.05,5585.65,5350.55,5439.05,2087010
2021-03-15 18:30:00,5488.45,5507.0,5420.0,5455.95,1561305
2021-03-16 18:30:00,5460.0,5460.4,5344.45,5359.8,1134758
2021-03-17 18:30:00,5423.0,5545.0,5305.0,5371.85,2339058
2021-03-18 18:30:00,5316.0,5479.0,5190.05,5453.25,3220310
2021-03-21 18:30:00,5446.5,5497.0,5337.0,5389.35,1938461
2021-03-22 18:30:00,5410.0,5445.0,5350.0,5378.8,1849038
2021-03-23 18:30:00,5374.0,5374.0,5260.0,5270.3,1737643
2021-03-24 18:30:00,5280.0,5300.0,5103.15,5122.2,2343271
2021-03-25 18:30:00,5170.0,5248.0,5135.0,5183.05,2347460
2021-03-29 18:30:00,5234.85,5260.0,5150.0,5193.55,1845391
2021-03-30 18:30:00,5185.0,5218.8,5122.95,5149.85,1845975
2021-03-31 18:30:00,5210.0,5288.5,5161.95,5272.15,2148234
2021-04-04 18:30:00,5259.0,5259.0,4920.6,4962.5,3739680
2021-04-05 18:30:00,5050.0,5059.45,4952.6,4993.1,2070906
2021-04-06 18:30:00,4980.0,5109.0,4940.0,5077.1,2402782
2021-04-07 18:30:00,5100.0,5115.0,5015.0,5029.5,1407879
2021-04-07 18:30:00,5077.1,5077.1,5077.1,5077.1,124216
2021-04-08 18:30:00,5000.0,5010.0,4845.0,4872.3,2902646
2021-04-11 18:30:00,4740.0,4740.0,4400.0,4511.0,4500046
2021-04-12 18:30:00,4535.1,4774.9,4514.05,4728.75,3175019
2021-04-14 18:30:00,4708.1,4750.0,4566.1,4660.3,2897185
2021-04-15 18:30:00,4661.0,4690.0,4590.0,4616.6,2142648
2021-04-18 18:30:00,4450.0,4504.0,4362.0,4479.6,3426507
2021-04-19 18:30:00,4563.0,4699.0,4555.2,4613.65,3394597
2021-04-21 18:30:00,4550.0,4714.0,4505.75,4688.7,2563539
2021-04-22 18:30:00,4621.1,4759.8,4610.5,4667.8,2729525
2021-04-25 18:30:00,4690.0,4829.0,4690.0,4736.55,2903989
2021-04-26 18:30:00,4747.0,4889.85,4746.55,4865.05,2644997
2021-04-27 18:30:00,4915.0,5310.0,4915.0,5280.9,8576454
2021-04-28 18:30:00,5350.0,5525.0,5330.0,5484.85,7258486
2021-04-29 18:30:00,5350.0,5524.65,5327.7,5451.9,4124888
2021-05-02 18:30:00,5316.3,5580.0,5291.25,5551.15,4033591
2021-05-03 18:30:00,5610.0,5749.95,5560.0,5615.75,4838347
2021-05-04 18:30:00,5683.0,5700.0,5452.4,5515.15,4378693
2021-05-05 18:30:00,5568.0,5619.9,5473.35,5528.8,2223111
2021-05-06 18:30:00,5590.0,5613.15,5458.0,5493.8,1851033
2021-05-09 18:30:00,5575.0,5575.0,5445.0,5497.5,1997339
2021-05-10 18:30:00,5411.25,5458.1,5390.0,5424.7,1617248
2021-05-11 18:30:00,5413.1,5440.0,5329.4,5358.4,1539336
2021-05-13 18:30:00,5405.0,5405.0,5267.0,5330.35,1525762
2021-05-16 18:30:00,5350.0,5490.0,5315.05,5430.1,2411583
2021-05-17 18:30:00,5501.0,5705.0,5501.0,5688.75,3147883
2021-05-18 18:30:00,5674.95,5722.9,5595.0,5631.2,2250906
2021-05-19 18:30:00,5628.0,5658.0,5545.0,5588.75,1488827
2021-05-20 18:30:00,5660.0,5695.0,5586.3,5631.75,1856966
2021-05-23 18:30:00,5634.0,5688.0,5590.0,5602.9,1215060
2021-05-24 18:30:00,5640.0,5658.8,5582.0,5618.65,1315546
2021-05-25 18:30:00,5640.0,5794.8,5586.1,5771.15,2916746
2021-05-26 18:30:00,5779.95,5782.15,5651.0,5682.2,2152590
2021-05-27 18:30:00,5724.0,5750.0,5592.1,5610.75,1526375
2021-05-30 18:30:00,5620.0,5664.7,5560.0,5627.95,1795811
2021-05-31 18:30:00,5644.0,5818.0,5625.4,5784.8,2853451
2021-06-01 18:30:00,5756.5,5845.0,5742.55,5808.65,2013195
2021-06-02 18:30:00,5840.0,5915.0,5780.15,5901.5,2230378
2021-06-03 18:30:00,5915.0,6010.0,5900.0,5993.45,2445367
2021-06-06 18:30:00,5800.0,5843.85,5682.45,5729.75,2835805
2021-06-07 18:30:00,5751.0,5817.0,5720.15,5755.4,1789007
2021-06-08 18:30:00,5795.0,5795.0,5627.3,5674.5,1538112
2021-06-09 18:30:00,5715.0,6115.0,5677.0,6086.4,5296120
2021-06-10 18:30:00,6105.35,6230.0,6045.2,6120.0,3702721
2021-06-13 18:30:00,6069.7,6249.0,5975.6,6194.15,2633601
2021-06-14 18:30:00,6219.0,6239.8,6150.0,6161.15,1523661
2021-06-15 18:30:00,6140.0,6160.9,6062.8,6081.6,1481658
2021-06-16 18:30:00,5920.0,6115.0,5920.0,6050.25,1871857
2021-06-17 18:30:00,6089.9,6148.0,5965.05,6087.05,2709615
2021-06-20 18:30:00,6000.0,6135.0,5987.1,6116.0,1271962
2021-06-21 18:30:00,6150.0,6189.0,6000.0,6016.8,1540611
2021-06-22 18:30:00,6051.0,6115.0,6001.0,6015.6,1238215
2021-06-23 18:30:00,6027.0,6108.0,6011.0,6043.6,1082421
2021-06-24 18:30:00,6057.0,6107.0,6030.2,6075.8,961994
2021-06-27 18:30:00,6100.0,6117.7,6015.0,6037.05,828481
2021-06-28 18:30:00,6040.0,6137.65,6002.1,6052.4,1310079
2021-06-29 18:30:00,6050.0,6125.0,6000.0,6015.85,1225794
2021-06-30 18:30:00,6040.0,6040.0,5940.0,5967.15,1120601
2021-07-01 18:30:00,6000.0,6030.0,5965.0,5997.75,811298
2021-07-04 18:30:00,6029.0,6095.95,6006.05,6072.7,863179
2021-07-05 18:30:00,6055.0,6342.8,6053.0,6202.4,3491393
2021-07-06 18:30:00,6220.0,6286.0,6160.4,6198.6,1947925
2021-07-07 18:30:00,6180.0,6220.9,6080.4,6117.8,1130560
2021-07-08 18:30:00,6083.0,6171.0,6061.05,6136.15,1447544
2021-07-11 18:30:00,6175.0,6198.9,6103.6,6149.55,978740
2021-07-12 18:30:00,6185.0,6225.0,6140.0,6154.3,1002127
2021-07-13 18:30:00,6150.0,6182.0,6120.0,6133.9,776574
2021-07-14 18:30:00,6133.9,6177.2,6102.0,6129.7,870990
2021-07-15 18:30:00,6125.0,6190.0,6097.2,6125.45,963121
2021-07-18 18:30:00,6088.0,6123.0,5935.0,6015.4,1290532
2021-07-19 18:30:00,6020.0,6027.95,5868.0,5941.85,1401837
2021-07-21 18:30:00,5930.0,6244.0,5921.15,6195.55,3488591
2021-07-22 18:30:00,6189.0,6225.0,6140.0,6180.9,953739
2021-07-25 18:30:00,6150.0,6198.3,6130.0,6162.45,733502
2021-07-26 18:30:00,6180.0,6327.0,6175.0,6231.45,2068528
2021-07-27 18:30:00,6257.9,6284.0,6157.0,6262.0,1149153
2021-07-28 18:30:00,6289.95,6430.0,6264.05,6400.1,1484664
2021-07-29 18:30:00,6416.85,6416.85,6212.2,6228.1,1406885
2021-08-01 18:30:00,6270.0,6283.95,6170.0,6200.5,1012435
2021-08-02 18:30:00,6215.0,6342.0,6206.0,6331.9,1091710
2021-08-03 18:30:00,6343.0,6477.45,6315.0,6359.15,1632091
2021-08-04 18:30:00,6354.0,6355.5,6232.0,6248.25,866567
2021-08-05 18:30:00,6285.0,6299.5,6211.0,6224.3,729789
2021-08-08 18:30:00,6225.0,6269.95,6136.05,6193.15,881179
2021-08-09 18:30:00,6225.0,6248.45,6142.05,6170.1,731009
2021-08-10 18:30:00,6176.1,6199.95,6057.0,6167.8,791929
2021-08-11 18:30:00,6181.0,6254.9,6151.25,6199.5,794602
2021-08-12 18:30:00,6210.0,6228.85,6131.0,6156.55,667932
2021-08-15 18:30:00,6149.0,6395.0,6103.85,6377.15,1423335
2021-08-16 18:30:00,6409.95,6436.85,6305.0,6410.1,1602776
2021-08-17 18:30:00,6434.0,6640.0,6406.05,6544.1,2153730
2021-08-19 18:30:00,6471.95,6732.7,6455.65,6661.1,2164732
2021-08-22 18:30:00,6740.0,6819.5,6697.0,6752.2,1738340
2021-08-23 18:30:00,6775.0,7049.0,6727.95,6980.1,2622990
2021-08-24 18:30:00,7005.0,7054.0,6921.0,6944.95,1509667
2021-08-25 18:30:00,6900.0,6993.25,6855.0,6931.95,1234588
2021-08-26 18:30:00,6950.0,7024.35,6872.0,6966.6,935906
2021-08-29 18:30:00,6995.95,7197.0,6980.0,7165.5,1504382
2021-08-30 18:30:00,7160.0,7598.8,7130.0,7524.5,2946438
2021-08-31 18:30:00,7525.0,7674.5,7483.35,7519.6,2227789
2021-09-01 18:30:00,7500.0,7586.4,7445.05,7498.45,1183378
2021-09-02 18:30:00,7500.0,7555.0,7461.75,7523.4,880247
2021-09-05 18:30:00,7550.0,7615.0,7485.1,7506.35,897071
2021-09-06 18:30:00,7528.9,7566.25,7407.2,7457.3,836013
2021-09-07 18:30:00,7457.0,7514.0,7411.05,7463.2,859256
2021-09-08 18:30:00,7430.0,7460.0,7380.0,7430.65,700436
2021-09-12 18:30:00,7430.65,7495.0,7352.0,7445.55,802565
2021-09-13 18:30:00,7480.0,7530.0,7408.0,7417.55,719258
2021-09-14 18:30:00,7445.0,7480.0,7380.0,7414.15,657283
2021-09-15 18:30:00,7445.0,7445.0,7330.5,7411.5,577129
2021-09-16 18:30:00,7445.5,7679.95,7360.0,7428.8,3474969
2021-09-19 18:30:00,7360.0,7581.0,7320.75,7442.45,1083806
2021-09-20 18:30:00,7481.15,7847.1,7401.0,7813.85,1993133
2021-09-21 18:30:00,7850.0,7895.0,7771.0,7793.65,1500541
2021-09-22 18:30:00,7863.6,7999.0,7804.65,7899.05,2109147
2021-09-23 18:30:00,7949.85,7949.85,7725.65,7793.4,1129346
2021-09-26 18:30:00,7849.0,7860.0,7740.05,7795.45,650774
2021-09-27 18:30:00,7815.0,7825.0,7425.05,7543.3,1572301
2021-09-28 18:30:00,7529.0,7635.85,7456.15,7515.4,945879
2021-09-29 18:30:00,7545.0,7700.0,7490.9,7668.1,1490707
2021-09-30 18:30:00,7620.0,7639.2,7475.0,7522.75,937740
2021-10-03 18:30:00,7522.75,7522.75,7522.75,7522.75,258294
2021-10-03 18:30:00,7588.0,7769.0,7560.15,7695.05,1090198
2021-10-04 18:30:00,7683.0,7765.0,7634.1,7724.2,773243
2021-10-05 18:30:00,7810.0,7880.6,7685.0,7735.15,1764631
2021-10-06 18:30:00,7845.9,7885.0,7738.0,7747.9,940550
2021-10-07 18:30:00,7750.0,7829.0,7712.0,7732.2,756571
2021-10-10 18:30:00,7773.9,7904.4,7752.0,7817.1,908648
2021-10-11 18:30:00,7810.0,7925.0,7750.0,7855.75,1099449
2021-10-12 18:30:00,7907.9,8010.0,7861.3,7929.3,1052438
2021-10-13 18:30:00,7969.0,7969.0,7812.35,7862.9,1134849
2021-10-17 18:30:00,8050.0,8050.0,7800.8,7865.55,855098
2021-10-18 18:30:00,7890.0,7914.7,7671.0,7739.3,1244989
2021-10-19 18:30:00,7741.0,7833.55,7575.0,7761.35,1102899
2021-10-20 18:30:00,7830.0,7830.0,7685.0,7737.3,639461
2021-10-21 18:30:00,7756.0,7935.0,7665.0,7710.2,1517376
2021-10-24 18:30:00,7750.0,7837.75,7350.5,7646.65,1169729
2021-10-25 18:30:00,7695.0,7894.95,7651.1,7855.65,1660575
2021-10-26 18:30:00,7870.0,7919.95,7461.0,7482.15,3112233
2021-10-27 18:30:00,7540.0,7596.0,7353.4,7484.25,1572302
2021-10-28 18:30:00,7480.0,7549.7,7313.05,7400.2,948334
2021-10-31 18:30:00,7430.0,7500.2,7220.0,7413.95,1037314
2021-11-01 18:30:00,7466.7,7555.0,7400.25,7455.35,687116
2021-11-02 18:30:00,7486.0,7538.8,7451.0,7516.25,668704
2021-11-03 18:30:00,7561.0,7569.0,7515.0,7525.1,94033
2021-11-07 18:30:00,7543.9,7713.15,7486.0,7673.65,900301
2021-11-08 18:30:00,7700.0,7754.4,7550.0,7577.5,800247
2021-11-09 18:30:00,7545.0,7610.0,7505.0,7581.45,464989
2021-11-10 18:30:00,7570.2,7600.95,7410.0,7452.7,634400
2021-11-11 18:30:00,7500.0,7600.25,7453.0,7579.1,497128
2021-11-14 18:30:00,7579.0,7627.45,7490.0,7534.25,402518
2021-11-15 18:30:00,7525.0,7650.0,7500.75,7555.7,598049
2021-11-16 18:30:00,7528.0,7692.0,7521.25,7607.65,645574
2021-11-17 18:30:00,7620.0,7697.7,7440.0,7484.95,772539
