date,open,high,low,close,volume
2024-04-15,383.14330901862525,384.1727906087181,378.5778251406515,381.2633972167969,9083087
2024-04-16,378.8911295886313,382.24810886947125,378.8463880225293,381.2633972167969,10357752
2024-04-18,381.35292440864043,382.1585846561629,373.87804738734405,374.9522705078125,22133191
2024-04-19,374.19133793331616,381.5767031798926,372.40096613233504,380.2339172363281,17221280
2024-04-22,382.24809683901475,382.7852225858655,378.9806575358475,380.7262878417969,7386048
2024-04-23,380.7262990993228,385.3812944719523,380.5472477213064,384.2175598144531,12484384
2024-04-24,384.26227903854186,385.64983493071486,383.41184887787193,383.948974609375,6070285
2024-04-25,385.82888534668166,392.3637921214862,384.03848516029745,391.6924133300781,30337038
2024-04-26,393.2142434359195,396.83978556705586,390.662952822937,393.8856506347656,15342965
2024-04-29,395.67607187860125,396.078887847932,389.05162452721305,392.2743225097656,12075706
2024-04-30,393.84085089564684,394.3332066804385,389.4991603284896,389.99151611328125,12528665
2024-05-02,390.3048759623476,396.2131457894124,389.27539438775926,392.9904479980469,24123523
2024-05-03,393.93039811859694,393.93039811859694,386.14218854115893,390.7076721191406,23786388
2024-05-06,392.0952475427761,394.2884921290817,387.93260805370363,389.1858825683594,10753860
2024-05-07,391.1104975273433,399.2567810732374,389.5886602844062,394.19891357421875,26969062
2024-05-08,395.004615680531,398.0930318333694,392.27427388455504,394.78082275390625,10916481
2024-05-09,393.930416513751,395.22843258972705,378.9806622581897,380.5472412109375,24314298
2024-05-10,381.800495873466,390.6181585553969,381.800495873466,387.9325866699219,14524604
2024-05-13,387.8430593472191,389.8125109477641,384.48608019612794,386.5898132324219,7584217
2024-05-14,385.38127935657843,387.88782832259807,383.6356490674802,384.6651306152344,11423749
2024-05-15,385.6050659023784,387.84305196048183,382.02429388367585,382.9642639160156,7856433
2024-05-16,384.9337038883544,387.2612015462776,378.5778198017074,386.2317199707031,23911954
2024-05-17,387.08216474486596,391.64764839572535,383.9489785643487,390.57342529296875,11894830
2024-05-21,390.30487284063116,391.28958447059944,387.7983238293244,389.2306213378906,11175153
2024-05-22,391.51338645338825,395.63128444260855,389.7677560924288,393.796142578125,11036895
2024-05-23,395.13894718561795,398.27213366936695,390.79725604789365,395.09417724609375,27244733
2024-05-24,394.78083588666976,396.0788519270615,389.67822648183704,390.48388671875,13252938
2024-05-27,392.81142470930064,392.90093621140824,385.56034049832,386.2764892578125,12282545
2024-05-28,386.81362516359485,387.17169955273744,383.3671059718784,384.03851318359375,9668761
2024-05-29,380.905302219086,387.08216305407205,380.905302219086,385.78411865234375,10832067
2024-05-30,383.59092107640083,385.78413731361627,378.0854671434653,379.4282531738281,21314885
2024-05-31,382.02430017549347,384.53084914126174,379.7863140805311,381.7557373046875,29300711
2024-06-03,388.514477016602,389.3201656528504,383.725200249957,385.24700927734375,16116836
2024-06-04,388.3822180405629,388.6557312027862,367.2764561221505,378.535888671875,47791986
2024-06-05,384.7354289238378,397.499184347516,381.13424920337036,392.3025207519531,28197030
2024-06-06,397.4991442097778,399.04900387392235,393.0318302625804,396.9521179199219,32318523
2024-06-07,393.30540065100246,402.6502707286166,393.0318874662661,400.37103271484375,29543660
2024-06-10,401.14593572253284,402.05763661284067,397.36240447731143,398.3196716308594,11872688
2024-06-11,398.4108722591482,399.1402214325666,394.0803145887873,394.7640686035156,13158571
2024-06-12,392.5303996702627,396.04041761505835,392.2112913693166,394.1258544921875,10751658
2024-06-13,398.3196949708831,398.3196949708831,391.8010895670423,392.3025207519531,9641349
2024-06-14,392.9406665240471,393.7611770597148,391.1628599867876,393.0774230957031,9572809
2024-06-18,394.7640665251691,395.8581191738071,390.38794261342787,390.8893737792969,14641141
2024-06-19,392.0290022211883,392.71275624893684,385.6927197561344,386.23974609375,11329972
2024-06-20,386.6044066765355,388.8380493170652,384.2795737201941,385.9206237792969,15147549
2024-06-21,387.47051347196447,387.74402663160475,381.5900672225091,382.54736328125,26176371
