date,open,high,low,close,volume
2024-04-15,22339.05078125,22427.44921875,22259.55078125,22272.5,355500
2024-04-16,22125.30078125,22213.75,22079.44921875,22147.900390625,317300
2024-04-18,22212.349609375,22326.5,21961.69921875,21995.849609375,456900
2024-04-19,21861.5,22179.55078125,21777.650390625,22147.0,362500
2024-04-22,22336.900390625,22375.650390625,22198.150390625,22336.400390625,279300
2024-04-23,22447.05078125,22447.55078125,22349.44921875,22368.0,231500
2024-04-24,22421.55078125,22476.44921875,22384.0,22402.400390625,235900
2024-04-25,22316.900390625,22625.94921875,22305.25,22570.349609375,475000
2024-04-26,22620.400390625,22620.400390625,22385.55078125,22419.94921875,329900
2024-04-29,22475.55078125,22655.80078125,22441.900390625,22643.400390625,292000
2024-04-30,22679.650390625,22783.349609375,22568.400390625,22604.849609375,361900
2024-05-02,22567.849609375,22710.5,22567.849609375,22648.19921875,445900
2024-05-03,22766.349609375,22794.69921875,22348.05078125,22475.849609375,438100
2024-05-06,22561.599609375,22588.80078125,22409.44921875,22442.69921875,320300
2024-05-07,22489.75,22499.05078125,22232.05078125,22302.5,297800
2024-05-08,22231.19921875,22368.650390625,22185.19921875,22302.5,277400
2024-05-09,22224.80078125,22307.75,21932.400390625,21957.5,331300
2024-05-10,21990.94921875,22131.30078125,21950.30078125,22055.19921875,265800
2024-05-13,22027.94921875,22131.650390625,21821.05078125,22104.05078125,278200
2024-05-14,22112.900390625,22270.05078125,22081.25,22217.849609375,230200
2024-05-15,22255.599609375,22297.55078125,22151.75,22200.55078125,231900
2024-05-16,22319.19921875,22432.25,22054.55078125,22403.849609375,368900
2024-05-17,22415.25,22502.150390625,22345.650390625,22466.099609375,242700
2024-05-21,22404.55078125,22591.099609375,22404.55078125,22529.05078125,347600
2024-05-22,22576.599609375,22629.5,22483.150390625,22597.80078125,290300
2024-05-23,22614.099609375,22993.599609375,22577.44921875,22967.650390625,369800
2024-05-24,22930.75,23026.400390625,22908.0,22957.099609375,261900
2024-05-27,23038.94921875,23110.80078125,22871.19921875,22932.44921875,260000
2024-05-28,22977.150390625,22998.55078125,22858.5,22888.150390625,217900
2024-05-29,22762.75,22825.5,22685.44921875,22704.69921875,269900
2024-05-30,22617.44921875,22705.75,22417.0,22488.650390625,373400
2024-05-31,22568.099609375,22653.75,22465.099609375,22530.69921875,572100
2024-06-03,23337.900390625,23338.69921875,23062.30078125,23263.900390625,569400
2024-06-04,23179.5,23179.5,21281.44921875,21884.5,1006100
2024-06-05,22128.349609375,22670.400390625,21791.94921875,22620.349609375,638500
2024-06-06,22798.599609375,22910.150390625,22642.599609375,22821.400390625,480400
2024-06-07,22821.849609375,23320.19921875,22789.05078125,23290.150390625,473600
2024-06-10,23319.150390625,23411.900390625,23227.150390625,23259.19921875,304400
2024-06-11,23283.75,23389.44921875,23206.650390625,23264.849609375,305200
2024-06-12,23344.44921875,23441.94921875,23295.94921875,23322.94921875,295600
2024-06-13,23480.94921875,23481.05078125,23353.900390625,23398.900390625,268300
2024-06-14,23464.94921875,23490.400390625,23334.25,23465.599609375,223100
2024-06-18,23570.80078125,23579.05078125,23499.69921875,23557.900390625,272200
2024-06-19,23629.849609375,23664.0,23412.900390625,23516.0,328800
2024-06-20,23586.150390625,23624.0,23442.599609375,23567.0,280300
2024-06-21,23661.150390625,23667.099609375,23398.19921875,23501.099609375,609900
2024-06-24,23382.30078125,23558.099609375,23350.0,23537.849609375,239400
2024-06-25,23577.099609375,23754.150390625,23562.05078125,23721.30078125,298100
2024-06-26,23723.099609375,23889.900390625,23670.44921875,23868.80078125,287800
