Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-16 00:00:00+05:30,210.6448658737618,216.66607738374952,209.33380709819562,214.14105224609375,4858822,0.0,0.0
2024-04-18 00:00:00+05:30,216.3747258439031,219.91945841960353,212.73287121732957,215.20933532714844,6491137,0.0,0.0
2024-04-19 00:00:00+05:30,210.74198911829973,213.6554728388292,208.31408601785847,211.03334045410156,6534549,0.0,0.0
2024-04-22 00:00:00+05:30,213.36412737451096,217.1031041795797,212.781439505617,215.93771362304688,4618139,0.0,0.0
2024-04-23 00:00:00+05:30,217.0545411119381,223.17285999964773,216.6660825363274,221.2790985107422,8776551,0.0,0.0
2024-04-24 00:00:00+05:30,223.36708425423768,237.7888345346721,221.91034240040568,234.48687744140625,30271458,0.0,0.0
2024-04-25 00:00:00+05:30,237.9344791486272,238.90564028800932,233.4671319799721,236.7690887451172,18885611,0.0,0.0
2024-04-26 00:00:00+05:30,237.83738519316464,245.89802656565794,235.60372616380954,243.56724548339844,26239299,0.0,0.0
2024-04-29 00:00:00+05:30,250.5595864688649,259.2029151133554,246.67494171740964,247.64610290527344,28324974,0.0,0.0
2024-04-30 00:00:00+05:30,248.61728892947613,249.00574751593035,241.23645723688423,243.324462890625,11203254,0.0,0.0
2024-05-02 00:00:00+05:30,244.44128420072005,248.03457786990134,239.68259999271575,244.14993286132812,8278481,0.0,0.0
2024-05-03 00:00:00+05:30,245.70377438645994,246.38358423721928,235.89504070677586,242.2561492919922,8323949,0.0,0.0
2024-05-06 00:00:00+05:30,243.7614844961149,244.0042748193182,235.99219415360923,238.760009765625,8367504,0.0,0.0
2024-05-07 00:00:00+05:30,237.74026834639338,237.74026834639338,225.30940183322522,226.6690216064453,9068131,0.0,0.0
2024-05-08 00:00:00+05:30,226.13489334130622,232.44744119696335,222.05600441034795,231.6219482421875,6393202,0.0,0.0
2024-05-09 00:00:00+05:30,229.29117931994654,231.71908246895595,218.51128341084686,219.72523498535156,6647815,0.0,0.0
2024-05-10 00:00:00+05:30,221.32765208100335,223.65844806843484,213.21846420010928,221.71612548828125,6185766,0.0,0.0
2024-05-13 00:00:00+05:30,222.39592147389845,222.39592147389845,212.8785384645417,218.12281799316406,4942540,0.0,0.0
2024-05-14 00:00:00+05:30,219.0939806987104,236.76911222448308,218.99685864764382,235.36093139648438,16359637,0.0,0.0
2024-05-15 00:00:00+05:30,236.23497026563305,237.59459006628282,231.91330573634158,235.7493896484375,6835404,0.0,0.0
2024-05-16 00:00:00+05:30,237.44890847703388,255.9009708944721,236.720537592135,253.8615264892578,37842759,0.0,0.0
