Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-16 00:00:00+05:30,1506.2068907341527,1514.3512495213524,1496.5416782904379,1508.7091064453125,2058697,0.0,0.0
2024-04-18 00:00:00+05:30,1516.559046834244,1516.559046834244,1478.1923780371712,1487.955810546875,3266796,0.0,0.0
2024-04-19 00:00:00+05:30,1476.7695581436399,1499.6325500457233,1475.4938953306996,1494.2357177734375,2536516,0.0,0.0
2024-04-22 00:00:00+05:30,1499.779685348172,1518.9630194557144,1493.401610654075,1511.211181640625,1680307,0.0,0.0
2024-04-23 00:00:00+05:30,1532.7004588705727,1533.141969989396,1449.9816858093186,1456.8013916015625,9160422,0.0,0.0
2024-04-24 00:00:00+05:30,1456.8015167180804,1474.807290352095,1451.6008842157912,1457.880859375,4652803,0.0,0.0
2024-04-25 00:00:00+05:30,1462.0510189094753,1498.651404409162,1460.7263657679161,1491.635498046875,3846327,0.0,0.0
2024-04-26 00:00:00+05:30,1502.281851919734,1503.2630941482903,1471.912452858134,1478.29052734375,1794350,0.0,0.0
2024-04-29 00:00:00+05:30,1487.563173112569,1499.141878968538,1481.7248299429787,1493.05810546875,1091667,0.0,0.0
2024-04-30 00:00:00+05:30,1498.3569060177226,1500.466600797629,1468.9196387089266,1473.9239501953125,1991646,0.0,0.0
2024-05-02 00:00:00+05:30,1474.8070822157617,1501.3006226148473,1473.8258399787585,1490.5069580078125,2494925,0.0,0.0
2024-05-03 00:00:00+05:30,1498.3568643920544,1508.169286555722,1473.335187874702,1482.80419921875,3183226,0.0,0.0
2024-05-06 00:00:00+05:30,1489.52567811229,1505.225553507413,1480.4491876494847,1500.466552734375,1240626,0.0,0.0
2024-05-07 00:00:00+05:30,1507.1391051009648,1514.2041217277192,1481.774014889694,1486.925537109375,1532550,0.0,0.0
2024-05-08 00:00:00+05:30,1481.6758475092922,1497.1795234947892,1474.071219815122,1493.2054443359375,1026357,0.0,0.0
2024-05-09 00:00:00+05:30,1492.6656796955167,1501.2515494802706,1461.8547685209535,1466.61376953125,1477007,0.0,0.0
2024-05-10 00:00:00+05:30,1466.6137208678206,1497.8171518675845,1463.032162777481,1478.29052734375,1528487,0.0,0.0
2024-05-13 00:00:00+05:30,1484.61946489333,1501.3005824764011,1473.8258005748721,1496.4434814453125,1628326,0.0,0.0
2024-05-14 00:00:00+05:30,1496.3944920674244,1518.9139547079556,1487.612421485217,1516.2646484375,2206236,0.0,0.0
2024-05-15 00:00:00+05:30,1516.2645393060566,1521.1707504023389,1491.8315840904615,1498.7493896484375,1207536,0.0,0.0
2024-05-16 00:00:00+05:30,1500.3194274780956,1512.2415449880702,1480.0077604466946,1507.4825439453125,2684392,0.0,0.0
2024-05-17 00:00:00+05:30,1507.1881289691883,1508.4637918343121,1491.6354629225889,1502.6744384765625,1341676,0.0,0.0
2024-05-21 00:00:00+05:30,1501.3006115121193,1529.069814526163,1495.4131581336405,1512.045166015625,1791791,0.0,0.0
2024-05-22 00:00:00+05:30,1517.9817870750596,1534.662905614346,1477.1621327232688,1510.42626953125,3948239,0.0,0.0
2024-05-23 00:00:00+05:30,1481.6759549566991,1481.6759549566991,1439.4825337228328,1467.055419921875,11618479,0.0,0.0
2024-05-24 00:00:00+05:30,1475.7882822677573,1477.456346110763,1449.3928428907693,1458.812744140625,5307322,0.0,0.0
2024-05-27 00:00:00+05:30,1458.8128502328236,1472.844662753556,1433.1534604270148,1438.55029296875,3474806,0.0,0.0
2024-05-28 00:00:00+05:30,1441.3958344626303,1451.3554678037474,1428.639684511391,1437.421875,2616438,0.0,0.0
2024-05-29 00:00:00+05:30,1440.561796952179,1466.9572387833891,1438.1578012289365,1451.208251953125,2843365,0.0,0.0
2024-05-30 00:00:00+05:30,1448.3136093550822,1449.6873725070577,1422.3106888619184,1431.7305908203125,3133423,0.0,0.0
2024-05-31 00:00:00+05:30,1437.5198922423058,1451.6498045590222,1412.9888360606965,1432.41748046875,5503924,0.0,0.0
