Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-16 00:00:00+05:30,212.34468293868858,214.89910550859463,208.47790514055137,210.1417999267578,21439424,0.0,0.0
2024-04-18 00:00:00+05:30,212.08690318939765,213.46957490953062,207.56394778320546,208.26699829101562,21986258,0.0,0.0
2024-04-19 00:00:00+05:30,206.22814193211624,212.74307355516106,204.82204096439725,212.20407104492188,20470106,0.0,0.0
2024-04-22 00:00:00+05:30,212.20407276236133,218.48465427495057,210.9151468648539,216.53955078125,18881740,0.0,0.0
2024-04-23 00:00:00+05:30,218.78930875443902,218.78930875443902,215.69589801321194,216.58642578125,10322712,0.0,0.0
2024-04-24 00:00:00+05:30,217.43006855333385,217.78159378196187,214.9459626591351,215.55526733398438,5915168,0.0,0.0
2024-04-25 00:00:00+05:30,215.08658821856173,216.7973416390346,213.63361426970545,216.07086181640625,11805090,0.0,0.0
2024-04-26 00:00:00+05:30,216.49266691366904,223.0075982591932,216.35206254432603,217.75816345214844,21478294,0.0,0.0
2024-04-29 00:00:00+05:30,219.1877004129109,219.35174838460202,216.3520692161306,216.9848175048828,7249940,0.0,0.0
2024-04-30 00:00:00+05:30,217.0082585886953,218.76588487316099,216.30520807490902,216.72703552246094,8902956,0.0,0.0
2024-05-02 00:00:00+05:30,216.7270313303772,217.00825439117196,213.46957259500175,214.38352966308594,14937276,0.0,0.0
2024-05-03 00:00:00+05:30,215.78962240397783,216.53954576952708,212.41498871440405,214.36009216308594,9730626,0.0,0.0
2024-05-06 00:00:00+05:30,215.03970831757135,216.82077817555523,213.72735309892985,214.9694061279297,6918126,0.0,0.0
2024-05-07 00:00:00+05:30,216.44579546696352,218.10969013448153,212.78993880367014,217.43006896972656,9278528,0.0,0.0
2024-05-08 00:00:00+05:30,217.9456445843357,218.6018221589237,216.21144771244036,217.10198974609375,8205680,0.0,0.0
2024-05-09 00:00:00+05:30,216.42236533691735,217.66441828159637,212.81336727526312,213.6804656982422,9233484,0.0,0.0
2024-05-10 00:00:00+05:30,213.7507745772607,214.43039576067383,211.05574774529595,211.78224182128906,6654714,0.0,0.0
2024-05-13 00:00:00+05:30,211.78224392824276,212.43842152009475,208.57164385315423,211.82911682128906,7111608,0.0,0.0
2024-05-14 00:00:00+05:30,212.18064981653416,215.55528368519123,211.94629964633856,213.8914031982422,4909420,0.0,0.0
2024-05-15 00:00:00+05:30,213.89138661717723,215.48496479025175,213.0945903788409,214.8053436279297,4793424,0.0,0.0
2024-05-16 00:00:00+05:30,216.5395447220328,219.11739644491414,213.77421573457067,217.6878662109375,14621472,0.0,0.0
2024-05-17 00:00:00+05:30,217.66444014912622,217.66444014912622,215.6255907615053,216.07086181640625,6876820,0.0,0.0
2024-05-21 00:00:00+05:30,217.00824507635056,217.85189991892292,215.46153976376843,216.0239715576172,8467448,0.0,0.0
2024-05-22 00:00:00+05:30,216.96137968682393,217.21917345023442,215.06314907359607,216.21145629882812,7765884,0.0,0.0
2024-05-23 00:00:00+05:30,216.77389708893222,219.35174883809788,216.4223718504096,218.3206024169922,13171332,0.0,0.0
2024-05-24 00:00:00+05:30,218.88304563393268,220.52349672540754,216.53954407468288,217.31289672851562,8205526,0.0,0.0
2024-05-27 00:00:00+05:30,216.53954354958444,216.6098457354718,211.6650631788849,212.06346130371094,40983758,0.0,0.0
2024-05-28 00:00:00+05:30,212.78994825026973,214.31322431153265,212.36812081710127,213.7507781982422,15778126,0.0,0.0
2024-05-29 00:00:00+05:30,212.78994685419138,213.49299733939245,210.68079539858815,211.29010009765625,9756036,0.0,0.0
2024-05-30 00:00:00+05:30,210.44643206603615,210.680782213103,203.93150083829713,204.79859924316406,20724568,0.0,0.0
2024-05-31 00:00:00+05:30,205.0798243084693,207.23584869390075,204.11899435041784,205.38449096679688,21438004,0.0,0.0
2024-06-03 00:00:00+05:30,211.00888554629688,211.17291921212257,206.95461641686776,208.14981079101562,8964424,0.0,0.0
2024-06-04 00:00:00+05:30,208.99348114347896,208.99348114347896,195.448044022765,205.36105346679688,17730732,0.0,0.0
2024-06-05 00:00:00+05:30,206.08755138290144,213.25866107792817,205.78288470991038,211.6182098388672,12267428,0.0,0.0
2024-06-06 00:00:00+05:30,213.23523041422513,216.53956216741798,212.13378172862767,216.07086181640625,15425568,0.0,0.0
2024-06-07 00:00:00+05:30,220.28915020241553,227.97583258280136,219.49235393769075,227.10873413085938,72672440,0.0,0.0
2024-06-10 00:00:00+05:30,228.9132386409775,228.9132386409775,221.8593043857575,222.7498321533203,18311752,0.0,0.0
2024-06-11 00:00:00+05:30,224.6012038593448,224.6012038593448,222.32800439810572,223.12478637695312,9371714,0.0,0.0
2024-06-12 00:00:00+05:30,224.03875130950746,227.0384304746891,222.89042981252769,223.52317810058594,13875116,0.0,0.0
