Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-16 00:00:00+05:30,146.51063408801141,149.4016436093804,145.4326234410097,146.31463623046875,30401301,0.0,0.0
2024-04-18 00:00:00+05:30,147.00063638000833,148.56864914953297,141.120610924808,141.9046173095703,31187482,0.0,0.0
2024-04-19 00:00:00+05:30,140.042601059637,144.55062658196968,137.98460111101582,143.12962341308594,34742999,0.0,0.0
2024-04-22 00:00:00+05:30,145.28562253908316,148.07864048842183,144.1586236914145,145.4326171875,27095176,0.0,0.0
2024-04-23 00:00:00+05:30,146.706628945023,149.8916426644032,145.43262046653538,149.2056427001953,39973475,0.0,0.0
2024-04-24 00:00:00+05:30,150.0386592155841,162.6317050706687,148.5196496114397,161.35769653320312,176471110,0.0,0.0
2024-04-25 00:00:00+05:30,161.50469297552104,163.90570024244778,159.05468250851882,161.6516876220703,59808767,0.0,0.0
2024-04-26 00:00:00+05:30,162.09269568236596,167.0907232991792,160.37768825847408,165.17971801757812,91168616,0.0,0.0
2024-04-29 00:00:00+05:30,166.50271229582646,166.79671655485623,161.06370079532547,161.50469970703125,30478737,0.0,0.0
2024-04-30 00:00:00+05:30,162.48469971672154,165.32670592165204,159.7896881606512,160.91668701171875,40651688,0.0,0.0
2024-05-02 00:00:00+05:30,162.0927051683089,164.8857234035705,160.32870939201618,162.14170837402344,44264557,0.0,0.0
2024-05-03 00:00:00+05:30,163.7587107096788,167.5317179744776,161.30870016616882,164.59170532226562,71734933,0.0,0.0
2024-05-06 00:00:00+05:30,165.13071466962612,165.4737221355743,155.1346743984615,159.64268493652344,44387249,0.0,0.0
2024-05-07 00:00:00+05:30,159.7406995649364,159.7406995649364,152.14566630341335,153.0276641845703,33767901,0.0,0.0
2024-05-08 00:00:00+05:30,152.8806674242613,158.6626866851177,151.99866955520815,157.14369201660156,26121298,0.0,0.0
2024-05-09 00:00:00+05:30,157.7806853942834,158.02568645856024,149.0586534874993,149.98965454101562,20993230,0.0,0.0
2024-05-10 00:00:00+05:30,151.85165944904847,154.79167227460093,148.66664555469998,153.76266479492188,18485806,0.0,0.0
2024-05-13 00:00:00+05:30,154.20367222973968,154.69367434682982,147.98063936122367,153.90966796875,20953744,0.0,0.0
2024-05-14 00:00:00+05:30,154.84067414101773,163.31770506663372,154.84067414101773,161.35769653320312,39072871,0.0,0.0
2024-05-15 00:00:00+05:30,161.7006929727955,165.32670552145,161.7006929727955,163.07269287109375,24990811,0.0,0.0
2024-05-16 00:00:00+05:30,165.08171657959323,165.37572085184334,158.36869629055514,160.32870483398438,20715081,0.0,0.0
2024-05-17 00:00:00+05:30,160.72070710090495,165.62072865885935,160.72070710090495,163.56271362304688,24968544,0.0,0.0
2024-05-21 00:00:00+05:30,166.7477242835807,171.5987574913783,163.12171139432414,170.86375427246094,66484390,0.0,0.0
2024-05-22 00:00:00+05:30,171.50074587992393,171.8437533531551,163.7587181902444,165.6697235107422,53954827,0.0,0.0
2024-05-23 00:00:00+05:30,165.37571331232434,166.551715394032,163.17070380149335,165.9147186279297,24560357,0.0,0.0
2024-05-24 00:00:00+05:30,164.05270289919807,169.05073047739214,164.05270289919807,166.1107177734375,29513626,0.0,0.0
2024-05-27 00:00:00+05:30,167.09072561335938,167.8747320087325,162.68070646227366,163.3177032470703,22933660,0.0,0.0
2024-05-28 00:00:00+05:30,164.1507069498713,165.8167111341494,158.31968482805917,159.15267944335938,26336009,0.0,0.0
2024-05-29 00:00:00+05:30,158.95668158997566,162.38669636206254,157.38868380922827,159.15267944335938,22527881,0.0,0.0
2024-05-30 00:00:00+05:30,158.2706885965048,159.0056917943214,153.56666513974298,154.59567260742188,19706386,0.0,0.0
2024-05-31 00:00:00+05:30,156.80067958891956,158.025684898208,153.61566578476962,155.33067321777344,23260857,0.0,0.0
2024-06-03 00:00:00+05:30,164.64071318119002,164.64071318119002,159.88768661085706,163.02371215820312,33154820,0.0,0.0
2024-06-04 00:00:00+05:30,161.60268050575658,161.60268050575658,122.304522539589,130.38955688476562,114541715,0.0,0.0
2024-06-05 00:00:00+05:30,135.9265829981215,144.5016199656954,125.48954398477409,142.63961791992188,61202268,0.0,0.0
2024-06-06 00:00:00+05:30,142.1006139040086,148.76464568472528,141.41461393106965,143.96261596679688,57006811,0.0,0.0
2024-06-07 00:00:00+05:30,144.01162059037182,150.77365884267147,142.68862383386482,149.69564819335938,41207266,0.0,0.0
2024-06-10 00:00:00+05:30,149.54864670306372,149.9406424010727,147.0496330056437,147.58863830566406,23373558,0.0,0.0
2024-06-11 00:00:00+05:30,148.09823380223165,149.94064653171986,146.51063174177855,147.9904327392578,20500708,0.0,0.0
2024-06-12 00:00:00+05:30,148.27464233876964,149.59763907125463,147.5396391694965,147.9904327392578,19275571,0.0,0.0
2024-06-13 00:00:00+05:30,148.7646382931456,149.47024250273182,146.02062358405215,146.63803100585938,17125245,0.0,0.0
2024-06-14 00:00:00+05:30,146.70662029487326,150.82263479110887,144.8054098249698,150.55804443359375,30233323,0.0,0.0
2024-06-18 00:00:00+05:30,151.30285296442844,152.03785613932274,149.4506455618419,150.3424530029297,18708072,0.0,0.0
2024-06-19 00:00:00+05:30,150.96966859378162,150.96966859378162,146.5106459438841,146.95164489746094,18855153,0.0,0.0
2024-06-20 00:00:00+05:30,147.49062916377318,151.21464804037132,147.49062916377318,150.95004272460938,28456396,0.0,0.0
2024-06-21 00:00:00+05:30,151.50866342009155,156.1146804161704,150.8324580932686,152.3318634033203,69503068,0.0,0.0
2024-06-24 00:00:00+05:30,149.85244820258632,149.85244820258632,145.53062602272576,146.8536376953125,40874886,0.0,0.0
2024-06-25 00:00:00+05:30,147.78464379056567,148.39224163997682,143.1786268094233,144.07041931152344,25039730,0.0,0.0
2024-06-26 00:00:00+05:30,144.50161211238148,144.63881209825905,140.72860502390944,141.09120178222656,31444537,0.0,0.0
2024-06-27 00:00:00+05:30,141.80661019043134,144.0116197250383,134.45657840840818,140.02301025390625,57711655,0.0,0.0
2024-06-28 00:00:00+05:30,141.12061372669018,148.22564462612425,140.9344105243234,145.67762756347656,72583869,0.0,0.0
2024-07-01 00:00:00+05:30,146.90263727159675,147.44164262250052,144.7662350945147,146.07943725585938,25711956,0.0,0.0
2024-07-02 00:00:00+05:30,146.60865027107653,146.88305028067182,142.4926202197888,143.7470245361328,24720763,0.0,0.0
2024-07-03 00:00:00+05:30,144.6976085973255,148.96063268524907,143.43340980744347,148.58822631835938,34424841,0.0,0.0
2024-07-04 00:00:00+05:30,149.9406531610139,150.53845636326704,147.64744676037535,148.02964782714844,29926272,0.0,0.0
2024-07-05 00:00:00+05:30,148.37263447347044,155.57567154704077,146.85363987957544,152.4984588623047,62621310,0.0,0.0
2024-07-08 00:00:00+05:30,153.3706632317488,154.84066958860262,151.12646010657028,153.35105895996094,33290711,0.0,0.0
2024-07-09 00:00:00+05:30,154.1546680139123,155.05627010898988,152.08685849523815,152.87086486816406,21076732,0.0,0.0
2024-07-10 00:00:00+05:30,153.0766655746407,153.17467198413095,143.4236323869954,147.85324096679688,39898433,0.0,0.0
2024-07-11 00:00:00+05:30,148.8136444091797,150.08763791186843,147.5788295413687,148.8136444091797,30388365,0.0,0.0
2024-07-12 00:00:00+05:30,149.49964519738649,150.26404728474478,146.1872261830489,147.4122314453125,16353263,0.0,0.0
2024-07-15 00:00:00+05:30,147.9806328899723,150.13663912015036,145.82462665979426,148.9900360107422,43598260,0.0,0.0
2024-07-16 00:00:00+05:30,149.45064142190606,150.87164452993622,147.588639411891,147.97084045410156,17044483,0.0,0.0
2024-07-18 00:00:00+05:30,147.78464682352396,147.78464682352396,143.76662333731497,144.93283081054688,24504144,0.0,0.0
2024-07-19 00:00:00+05:30,144.50162080277437,144.50162080277437,138.0139975817591,138.9842071533203,34312977,0.0,0.0
2024-07-22 00:00:00+05:30,138.57259575923194,140.72861708447684,135.45618940421505,140.41500854492188,23158599,0.0,0.0
2024-07-23 00:00:00+05:30,141.02261054634732,141.69881589518465,132.59458267255562,138.56280517578125,25864567,0.0,0.0
2024-07-24 00:00:00+05:30,138.67059842499904,144.64863020429698,138.56279736164524,144.0508270263672,31951790,0.0,0.0
2024-07-25 00:00:00+05:30,142.00260743534838,142.00260743534838,138.58240223120464,139.73880004882812,31653400,0.0,0.0
2024-07-26 00:00:00+05:30,142.10061576600748,145.02102423403073,140.96380725099667,144.4428253173828,25911057,0.0,0.0
2024-07-29 00:00:00+05:30,146.1578429551696,147.00064726429875,143.86463644672955,144.7858428955078,15136406,0.0,0.0
2024-07-30 00:00:00+05:30,144.52123386943003,146.61844245227232,143.37463064435858,145.13864135742188,12316097,0.0,0.0
