Price,Close,High,Low,Open,Volume
Ticker,KEI.NS,KEI.NS,KEI.NS,KEI.NS,KEI.NS
Date,,,,,
2006-03-23,66.65870666503906,78.18215376360658,64.81496026902691,67.08419076432821,7037700
2006-03-24,67.85539245605469,71.26810502302956,66.12687095858097,67.17284588495464,3315875
2006-03-27,67.82878112792969,69.99164572294212,67.63377462232276,68.25426523752773,375950
2006-03-28,67.11077117919922,69.93844951092711,66.48141459920082,69.14067118316886,274175
2006-03-29,67.11077117919922,67.11077117919922,67.11077117919922,67.11077117919922,0
2006-03-30,65.43544006347656,69.49524007086676,64.70857686780384,68.72405322699822,663275
2006-03-31,65.41773223876953,67.7224205445678,63.99945626950195,65.59501335350747,582575
2006-04-03,67.38558197021484,68.25427572785601,63.822179901371854,65.60388431721411,338025
2006-04-04,68.20108032226562,68.9634012066255,66.12685633652073,66.12685633652073,117950
2006-04-05,70.96669006347656,73.46639091814149,67.89968169306066,69.14066941983056,1715100
2006-04-07,67.87311553955078,72.24316231579276,67.01328786306277,71.7999527310333,476900
2006-04-10,80.3716049194336,81.45303712514375,69.32682556642449,69.32682556642449,4241625
2006-04-12,80.3716049194336,80.3716049194336,80.3716049194336,80.3716049194336,0
2006-04-13,83.69568634033203,89.17375642247347,78.00487757657716,87.75548727364931,2540525
2006-04-17,91.1593246459961,92.89671179788498,81.7278272409656,81.7278272409656,7330475
2006-04-18,84.8923568725586,92.70171398525868,84.03253599959393,92.70171398525868,5443550
2006-04-19,80.65528106689453,86.46132952861122,80.13229698536666,86.46132952861122,1467025
2006-04-20,82.41925811767578,84.72394662711291,81.37328321748272,82.57881384017445,941200
2006-04-21,83.99706268310547,87.04633931185334,83.32338237878817,84.03252025310533,1163025
2006-04-24,86.92223358154297,88.28731947413921,84.20979396121659,85.76102700787058,1297550
2006-04-25,84.8214340209961,87.93275975910493,84.20980276313398,87.93275975910493,1193950
2006-04-26,84.10342407226562,86.69177243925931,83.314511780334,86.69177243925931,810400
2006-04-27,83.57159423828125,85.78764205649126,82.43697883741233,85.78764205649126,203125
2006-04-28,83.57159423828125,83.57159423828125,83.57159423828125,83.57159423828125,0
2006-05-02,79.93726348876953,83.32338370499065,79.06856991704659,82.25968363942468,134650
2006-05-03,77.47301483154297,81.55054050418426,76.2320269930418,81.01869050563793,374875
2006-05-04,76.81707000732422,80.11454284432679,76.23203024994058,78.35943709785575,415975
2006-05-05,77.34005737304688,78.8558330441182,76.24975903271124,77.14504411194292,428625
2006-05-08,78.17330169677734,79.21041040880405,76.7816239962479,78.89129899543568,477825
2006-05-09,72.47362518310547,79.24586634868115,71.01103236248824,78.89129736749503,543475
2006-05-10,72.43816375732422,77.10072971934734,71.37445687032083,72.68636000210621,866675
2006-05-11,71.82652282714844,73.99825320322249,70.91351243658178,73.99825320322249,450000
2006-05-12,78.0669174194336,82.72948303562583,71.97721673875765,72.650897040941,3011750
2006-05-15,72.12791442871094,81.37326460826156,70.4791745942217,78.00486979820313,2748450
2006-05-16,75.64700317382812,79.60043833339125,72.68636660931955,74.10463582473805,5915275
2006-05-17,77.76554107666016,79.77770921111298,76.58660219523651,78.00487122864381,1573375
2006-05-18,73.43980407714844,76.94116276909931,70.22210592384222,76.94116276909931,3169150
2006-05-19,67.75788116455078,78.00488424959258,67.36785457919359,77.82760312688913,914400
2006-05-22,63.01553726196289,74.10464327367178,54.284312934128366,73.92736213998974,464500
2006-05-23,75.36334228515625,75.62040461311247,57.79451753721332,57.97180539934197,476400
2006-05-24,70.17779541015625,77.82759623195578,69.14068673225421,73.04093195177003,491475
2006-05-25,69.27363586425781,70.02709054924513,63.99943954366807,68.75951129790344,266775
2006-05-26,70.28416442871094,73.39549706131831,69.14068308915711,72.33179018685783,371150
2006-05-29,66.83598327636719,72.14563034462311,66.50800586413492,70.73622760592066,349900
