Price,Close,High,Low,Open,Volume
Ticker,NMDC.NS,NMDC.NS,NMDC.NS,NMDC.NS,NMDC.NS
Date,,,,,
2008-03-03,32.249290466308594,32.35373922572739,30.971977661470188,32.35373922572739,206077
2008-03-04,30.636871337890625,32.72171251892995,30.636871337890625,32.72171251892995,73532
2008-03-05,30.151588439941406,30.36983200941341,29.105078409338603,29.797201347216422,64750
2008-03-07,28.672691345214844,30.676601490654996,28.644057980051954,30.676601490654996,87934
2008-03-10,29.129919052124023,29.791365233888342,25.858916360481793,25.858916360481793,150577
2008-03-11,32.043033599853516,32.043033599853516,29.288858784637604,29.916997324464486,127159
2008-03-12,35.2474250793457,35.2474250793457,35.24727892413394,35.24727892413394,45547
2008-03-13,31.722675323486328,37.68664423636381,31.72267532348633,37.68664423636381,412623
2008-03-14,34.48124313354492,34.895084259463815,29.230428807024627,31.845244936393446,380072
2008-03-17,31.038738250732422,33.15703089058875,31.03318696284125,31.81602556198597,165564
2008-03-18,30.174230575561523,32.72170168535879,29.186589800110486,32.13446336646145,197998
2008-03-19,27.82440948486328,32.75092471242115,27.40443258047293,32.07896323134492,137346
2008-03-24,25.951385498046875,29.201206112352093,25.096385482961107,29.186598423379255,166384
2008-03-25,27.59418487548828,28.047174513358744,23.66509580595924,23.66509580595924,169779
2008-03-26,27.248851776123047,28.628566771002305,26.644813447087145,28.628566771002305,97184
2008-03-27,27.779422760009766,28.193263839971287,26.294235299986525,26.527963575929352,89339
2008-03-28,30.05430793762207,30.557402787751972,26.294230953794035,27.813454056651242,108893
2008-03-31,30.281747817993164,33.05973470936171,30.092283744975354,30.557399070161686,355132
2008-04-01,31.9661922454834,33.303107730754824,30.35523316218957,31.3923947849257,240384
2008-04-02,31.596036911010742,34.76683035124872,31.293067549904066,33.59819658677943,128095
2008-04-03,30.250349044799805,31.567690195702397,29.800131012815044,31.567690195702397,91446
2008-04-04,29.765064239501953,33.013863725255675,29.5079668772578,31.231699929175676,222353
2008-04-07,32.74158477783203,32.74158477783203,30.53053299070697,30.93955358620998,586618
2008-04-08,36.01579284667969,36.01579284667969,34.17957753911282,35.32191593872331,222821
2008-04-09,39.61735916137695,39.61735916137695,39.61735916137695,39.61735916137695,210527
2008-04-10,41.59893798828125,41.59893798828125,41.59893798828125,41.59893798828125,86072
2008-04-11,43.67909622192383,43.67909622192383,43.67909622192383,43.67909622192383,60137
