Price,Close,High,Low,Open,Volume
Ticker,CANBK.NS,CANBK.NS,CANBK.NS,CANBK.NS,CANBK.NS
Date,,,,,
2002-12-23,5.5075907707214355,5.632119757276176,4.737772997488274,4.754754222927557,88361782
2002-12-24,5.615137577056885,5.886837692882811,5.5472121318531595,5.592495946987751,78481868
2002-12-25,5.615137577056885,5.615137577056885,5.615137577056885,5.615137577056885,0
2002-12-26,5.552874565124512,5.74532902668277,5.524571965045424,5.660422336438451,20912126
2002-12-27,5.700043678283691,5.841554420925792,5.547212120629927,5.711364493295354,29479745
2002-12-30,5.552874565124512,5.660422336438451,5.513251147012378,5.660422336438451,10686967
2002-12-31,5.620798110961914,5.711365197213813,5.524571171502938,5.541552951109737,13516316
2003-01-01,5.6094770431518555,5.694384272391342,5.558533371603804,5.660421269696274,9902506
2003-01-02,5.547213077545166,5.683063991112556,5.51891159013022,5.63211975977568,8362077
2003-01-03,5.603818893432617,5.660422990134796,5.552875206400656,5.603818893432617,12472503
2003-01-06,5.252872467041016,5.626460621182515,5.230231382998263,5.620799656426146,10478599
2003-01-07,5.337777614593506,5.3943816957141495,5.105700327002484,5.258531346028222,15550445
2003-01-08,5.371739387512207,5.445325801307579,5.337777494599671,5.343437902584489,7512213
2003-01-09,5.807592868804932,5.881178177694435,5.366079905475089,5.37740072222732,37626319
2003-01-10,5.932123184204102,6.175520776221954,5.717027082773238,5.881178947157371,44627102
2003-01-13,6.073632717132568,6.158539399163829,5.909480316535456,5.988726035101308,17900143
2003-01-14,6.135897636413574,6.215143360482836,6.000047268726954,6.130237227551484,18615140
2003-01-15,6.254766941070557,6.311371031171604,6.124576978841674,6.1925024419594035,20697379
2003-01-16,6.311371803283691,6.384957129417236,6.2377859221536065,6.2377859221536065,18711731
2003-01-17,6.294389724731445,6.384956267750537,6.209483035654582,6.339672996240991,12691321
2003-01-20,6.650996685028076,6.713261189365422,6.311371560918763,6.311371560918763,41257166
2003-01-21,7.6811933517456055,7.77742030504454,6.701939816721144,6.849111006174811,91934868
2003-01-22,7.652891159057617,8.224594123796715,7.466097110083526,7.8113831634896425,91442340
2003-01-23,7.8962883949279785,8.156667729961882,7.483077481832184,7.641569468155759,80647678
2003-01-24,7.392510890960693,8.003836088362531,7.2906229880627915,7.896288332244271,40825774
