Price,Close,High,Low,Open,Volume
Ticker,OFSS.NS,OFSS.NS,OFSS.NS,OFSS.NS,OFSS.NS
Date,,,,,
2002-06-28,133.73046875,146.79524918557868,132.12906603161187,146.79524918557868,1447220
2002-07-01,137.7900390625,139.2953616209412,131.75808681961777,133.74382696534758,1611810
2002-07-02,137.1494598388672,138.7348491462737,134.82743083616094,136.11922802272267,379092
2002-07-03,144.92691040039062,145.7276115628237,137.21348268616237,138.49461757830082,1710024
2002-07-04,142.14048767089844,148.34325085349656,139.5889202956909,146.79523166850862,1151154
2002-07-05,142.33802795410156,143.59246351424028,140.1761405028191,142.79176204483,428138
2002-07-08,143.24546813964844,144.92693763872077,142.19387976373298,144.6600372010804,203696
2002-07-09,142.33802795410156,143.59246351424028,141.4572595958129,143.26150951333412,83474
2002-07-10,137.68324279785156,143.05862101196777,136.9893082419019,141.45721853795322,85028
2002-07-11,135.0409393310547,137.72062192986832,134.06408277948242,136.65302020948175,110290
2002-07-12,136.50889587402344,138.22774349321298,134.27761211980814,137.4537257061225,124322
2002-07-15,135.6387939453125,137.45371350636395,132.38260562943015,137.45371350636395,72726
2002-07-16,136.1192169189453,137.29358530652655,133.73312646487145,136.78646798227348,52662
2002-07-17,134.1708526611328,136.11922258915084,133.717118661107,134.78472040690426,37580
2002-07-18,136.2793731689453,137.45373353516612,134.78472900050272,135.05162945396904,34492
2002-07-19,134.49111938476562,135.7989298076649,132.11570728682133,132.11570728682133,30906
2002-07-22,129.33993530273438,132.91639902910524,126.77768983699796,126.77768983699796,22600
2002-07-23,129.4894256591797,130.67446433038776,125.71011424088846,127.57841742493564,77808
2002-07-24,122.25641632080078,128.53925503232796,120.3720998440343,127.57841180808957,69694
2002-07-25,125.7901840209961,133.45023051035258,124.10871437462791,126.24391806279355,109472
2002-07-26,120.79914855957031,125.77951206841598,120.10520574180875,125.77951206841598,216618
2002-07-29,121.32228088378906,123.84182205303222,116.17110490559396,121.70661822453167,41742
2002-07-30,124.1620864868164,144.1796192515554,121.73329088233042,144.1796192515554,199568
2002-07-31,123.56421661376953,125.17629743709952,107.02706881082497,124.10869575320102,147114
2002-08-01,129.2332000732422,130.46093561690697,123.08381147574255,125.44321045670102,143030
2002-08-02,132.27586364746094,133.18332354155874,124.10870831027017,125.9770114461237,142724
2002-08-05,131.60858154296875,138.2437293530997,130.00717923211167,132.42529606989362,55396
2002-08-06,131.63528442382812,133.18330353146285,128.37909618964656,132.11570189994814,26574
2002-08-07,131.82212829589844,134.4270792483034,130.4342508675236,133.71712308643384,47832
2002-08-08,129.63356018066406,132.91643266925192,129.44672659555658,132.64953220204458,21200
2002-08-09,131.87554931640625,135.85236545815368,130.79726892878583,132.11575815675064,59650
2002-08-12,133.2100067138672,134.3576753088704,132.26517690767722,132.26517690767722,24768
2002-08-13,133.3968048095703,134.25088927174602,132.66550038499628,132.91638739031714,14000
2002-08-14,132.86300659179688,133.45019068888928,128.64598382408926,128.64598382408926,8130
2002-08-15,132.86300659179688,132.86300659179688,132.86300659179688,132.86300659179688,0
2002-08-16,138.49465942382812,140.49641293473155,133.98403499646776,133.98403499646776,244772
2002-08-19,139.5515594482422,141.45723248995102,138.00354016207453,139.05512854200848,69170
2002-08-20,140.91273498535156,141.96432316771637,136.38609853161185,140.65650474786582,73486
2002-08-21,139.69566345214844,141.96431665038347,137.747277673184,139.32199640925785,42898
2002-08-22,138.2277374267578,140.64585463969527,133.4502132753757,133.4502132753757,21096
2002-08-23,141.83090209960938,142.12448607114396,138.05692592130399,138.05692592130399,53938
2002-08-26,142.5675506591797,147.3290623042875,140.14943300558048,140.65655042456433,206454
2002-08-27,139.90565490722656,146.33698565634205,139.39734806001016,144.46430028231208,109832
2002-08-28,136.85585021972656,140.1838803999189,135.97301607069846,140.1838803999189,70208
2002-08-29,140.1838836669922,141.48405851650884,135.1276345339929,135.1276345339929,67034
2002-08-30,145.0421600341797,145.77519636003044,140.4514124794025,140.98646547932404,108512
2002-09-02,150.52645874023438,154.0150148764432,145.1331314900569,147.78165046709083,599052
2002-09-03,148.03846740722656,151.25949707601126,145.80194967599616,151.15247993933545,187556
2002-09-04,154.92457580566406,156.47624243013632,144.75856971205545,144.75856971205545,683370
2002-09-05,150.57997131347656,156.74379271024125,149.54732287756815,155.16537972985603,333282
2002-09-06,148.58419799804688,151.63398975426597,144.48033503910492,147.40707507763466,203694
2002-09-09,152.82716369628906,154.3360168055411,147.43382127596814,149.2690651477339,162166
2002-09-10,152.82716369628906,152.82716369628906,152.82716369628906,152.82716369628906,0
2002-09-11,158.7127685546875,161.05094747186513,153.31942535584386,153.97754640152144,464956
2002-09-12,159.79356384277344,163.91347818176672,158.10815027810185,160.4516848643304,487628
2002-09-13,155.8609161376953,159.15150480784052,155.02089542484913,156.50298620224072,165750
2002-09-16,155.48641967773438,161.80003913965595,154.6570776526829,157.84064983327175,153146
2002-09-17,158.4452362060547,159.98083559400916,156.50299134196547,156.50299134196547,130310
2002-09-18,154.36277770996094,157.84062192179715,152.9181281982516,156.77051601046293,86432
2002-09-19,149.0550537109375,157.03805144958503,147.1395712048923,155.700418984086,263146
2002-09-20,149.44027709960938,151.09894445144346,125.73743878728625,125.73743878728625,340460
