Price,Close,High,Low,Open,Volume
Ticker,BLUESTARCO.NS,BLUESTARCO.NS,BLUESTARCO.NS,BLUESTARCO.NS,BLUESTARCO.NS
Date,,,,,
2002-07-01,4.3179097175598145,4.558878959456472,4.298371528234877,4.558878959456472,56440
2002-07-02,4.2951154708862305,4.422112935749518,4.275577590475885,4.422112935749518,65450
2002-07-03,4.36024284362793,4.487240005997821,4.298372160456265,4.487240005997821,41620
2002-07-04,4.3797807693481445,4.422113260747079,4.33744827794921,4.3797807693481445,33980
2002-07-05,4.376523494720459,4.428625227383524,4.330934905645114,4.363498139191936,47050
2002-07-08,4.601212024688721,4.653313455396323,4.4644456138067525,4.526315985134775,164850
2002-07-09,4.682619571685791,4.884512727141776,4.656568861984951,4.884512727141776,173220
2002-07-10,4.614236831665039,4.754259642892026,4.558878990507811,4.689132551731297,115430
2002-07-11,4.510033130645752,4.653312020923178,4.493751360931539,4.6240048975473815,77030
2002-07-12,4.529572010040283,4.5719044964625,4.363498481125968,4.363498481125968,23240
2002-07-15,4.467700958251953,4.493751667351467,4.428624894602682,4.493751667351467,41690
2002-07-16,4.353729248046875,4.389548898506866,4.265808174899997,4.363498187163422,93700
2002-07-17,4.3895487785339355,4.444906616262983,4.363498067902497,4.366754484368669,44260
2002-07-18,4.36024284362793,4.555623212869697,4.343961068553859,4.555623212869697,37620
2002-07-19,4.3895487785339355,4.425368738563888,4.317909479571964,4.3732673173010115,29380
2002-07-22,4.396061420440674,4.42211212994011,4.298371104543312,4.298371104543312,59020
2002-07-23,4.409087657928467,4.4514201469776244,4.37001158585594,4.389549466617695,65640
2002-07-24,4.3895487785339355,4.493751931608656,4.366754484368669,4.42862515503006,67600
2002-07-25,4.418856143951416,4.4286253938768105,4.383036492538587,4.383036492538587,34550
2002-07-26,4.425368309020996,4.435137246922334,4.324421582210716,4.363497644365005,135460
2002-07-29,4.422112464904785,4.444906759806168,4.330934974750278,4.428625298047453,326350
2002-07-30,4.428625106811523,4.444906567867176,4.392805147171575,4.428625106811523,287200
2002-07-31,4.422112464904785,4.435137820641144,4.25929536292582,4.262551779497153,185310
2002-08-01,4.428625106811523,4.470957278214976,4.3960615636022915,4.470957278214976,102440
2002-08-02,4.418856143951416,4.444906855987834,4.402574681840393,4.4286253938768105,108820
2002-08-05,4.415600299835205,4.441651013417206,4.392805692539203,4.428625656626205,90290
2002-08-06,4.431881427764893,4.44490678357089,4.405830716152896,4.428625321725127,45530
